checkin,checkout,fuzzy_score,latitude,longitude,scraped_date,Competitive Status,destination,tbo_hotelcode,tbo_hotelname,tbo_chainname,thirdparty,thirdparty_price,tbo_price,price_diff_perc,suppliername,tbo_latitude,tbo_longitude,apw_bucket_new,checkin_day,checkout_day
2026-07-17,2026-07-18,100,12.9310246,100.882309,6/15/2026,Losing,Pattaya,6573740,Edge Central Pattaya by PH,,Otilla,5302,5330.51,-0.537721614,,12.930998,100.882333,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.93112,100.880463,6/15/2026,Losing,Pattaya,1123501,Golden Beach Pattaya,Independent,Otilla,2928,3296.62,-12.58948087,,12.933288,100.884801,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.93112,100.8878,6/15/2026,Winning,Pattaya,6126581,Nalanta Pattaya Hotel,Independent,Otilla,2953,2947.97,0.170335252,,12.93112,100.887803,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9312029,100.882545,6/15/2026,Losing,Pattaya,6486475,Excellent Location - Condo Infinity Pool Pattaya,,Otilla,5994,6048.99,-0.917417417,,12.931203,100.882544,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.93123,100.886429,6/15/2026,Losing,Pattaya,6248548,The Sports Lounge,,Otilla,1421,1653.8,-16.38282899,,12.931225,100.886465,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9312658,100.884262,6/15/2026,Losing,Pattaya,1680287,Acqua Hotel,ZUZU HS,Otilla,3748,3862.61,-3.057897545,,12.931266,100.884259,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9313183,100.883,6/15/2026,Losing,Pattaya,1078045,The Siam Guest House,Independent,Otilla,1739,1838.49,-5.721104083,,12.931318,100.883005,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9314394,100.882462,6/15/2026,Losing,Pattaya,1445540,Maytara Hotel,Independent,Otilla,3177,3216.73,-1.250550834,,12.931439,100.882465,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9314756,100.87989,6/15/2026,Losing,Pattaya,5023451,Hermann Hotel Pattaya,,Otilla,6081,6118.63,-0.618812695,,12.931476,100.879892,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9315624,100.889023,6/15/2026,Losing,Pattaya,1610151,Baan Kittima,Independent,Otilla,1899,2044.96,-7.686150606,,12.931562,100.889024,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9316111,100.888847,6/15/2026,Losing,Pattaya,5320354,Sleep With Me Pattaya,Independent,Otilla,3505,3514.73,-0.277603424,,12.931611,100.888844,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9316769,100.884331,6/15/2026,Losing,Pattaya,6486841,Sea Inn Pattaya,,Otilla,1732,2439.09,-40.82505774,,12.931691,100.884335,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9317093,100.8832,6/15/2026,Losing,Pattaya,1460013,The Scenery City Hotel,Independent,Otilla,2569,2579.06,-0.391592059,,12.931709,100.883205,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9317493,100.886574,6/15/2026,Losing,Pattaya,6465542,Happy Apple Guesthouse,,Otilla,1941,1965.67,-1.270994333,,12.931749,100.88657,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.93178,100.88282,6/15/2026,Winning,Pattaya,6108504,Sumalee Residence,ZUZU HS,Otilla,1854,1845.36,0.466019417,,12.93178,100.882821,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9317923,100.881088,6/15/2026,Losing,Pattaya,5336967,The Base Central Pattaya by Mickey,Independent,Otilla,2810,6888.4,-145.13879,,12.930516,100.883646,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9318991,100.9059,6/15/2026,Winning,Pattaya,1445465,The Icon Place at Nurn Plub Wan,Independent,Otilla,1888,1882.01,0.317266949,,12.931899,100.905899,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9319162,100.879616,6/15/2026,Losing,Pattaya,1018677,LK The Empress Pattaya,LK Hotel Group,Otilla,6265,6313.08,-0.767438148,,12.931916,100.879618,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9320679,100.883888,6/15/2026,Losing,Pattaya,6679706,Sweet Pound Hotel,,Otilla,1683,1930.23,-14.68983957,,12.932239,100.883627,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9323149,100.882645,6/15/2026,Losing,Pattaya,1174761,"Page 10, Hotel",Independent,Otilla,5429,5584.83,-2.870326027,,12.932315,100.882647,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9323988,100.881233,6/15/2026,Winning,Pattaya,1417707,Natural Beach Hotel Pattaya,Independent,Otilla,1800,1797,0.166666667,,12.932399,100.881233,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.932477,100.8831,6/15/2026,Losing,Pattaya,5036419,View Talay 6 Condominium by Honey,,Otilla,3677,5232.4,-42.30078869,,12.932477,100.8831,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9326763,100.882126,6/15/2026,Losing,Pattaya,1418412,The Stay Hotel,Independent,Otilla,4707,4731.96,-0.53027406,,12.932676,100.882124,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9328327,100.881973,6/15/2026,Losing,Pattaya,1433841,Sea Me Spring Too Hotel,Independent,Otilla,4596,4643.01,-1.022845953,,12.933301,100.881182,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9328737,100.880386,6/15/2026,Losing,Pattaya,1272098,Nautical Inn,Independent,Otilla,4513,4531.48,-0.409483714,,12.932874,100.880383,31-45 days,Friday,Saturday
2026-07-17,2026-07-18,100,12.9329462,100.881683,6/15/2026,Losing,Pattaya,1417126,Sea Me Spring Hotel,Independent,Otilla,4556,4643.01,-1.909789289,,12.933199,100.881631,31-45 days,Friday,Saturday
